ts1,ts2,date
0.09279917481327271,0.7728257280412668,2020-01-01
0.2340258513154162,0.3954058809508675,2020-01-02
0.22043670683089955,0.6796573248533824,2020-01-03
0.2629284780825114,0.8680753782345085,2020-01-04
0.0243518575472641,0.0465846808836049,2020-01-05
0.39076003895014677,0.195660122925973,2020-01-06
0.9826423483092216,0.17392187778235657,2020-01-07
0.9867075529407245,0.7752334532107654,2020-01-08
0.3724991327204892,0.14152693950681117,2020-01-09
0.9901959605540711,0.16336520990239556,2020-01-10
0.5673621293401196,0.48992642843183043,2020-01-11
0.7439218597907339,0.25658656212874886,2020-01-12
0.37039497410859235,0.10735893324809398,2020-01-13
0.07984541232961861,0.3854893028906152,2020-01-14
0.5276931078212419,0.7786583615895313,2020-01-15
0.0363235426589239,0.9539849422507768,2020-01-16
0.6341162219109882,0.8899893810191056,2020-01-17
0.5486295153103748,0.6067383946089083,2020-01-18
0.4753804773319704,0.5317832445013471,2020-01-19
0.6052582813396374,0.7114642801800823,2020-01-20
0.25886822042524116,0.24053831648835655,2020-01-21
0.08744673840122585,0.28897235775046204,2020-01-22
0.5845258033364586,0.18491451335376086,2020-01-23
0.8358842507776927,0.37437090156093145,2020-01-24
0.07590543253436832,0.5182544520614892,2020-01-25
0.6687814614988032,0.18413542529267135,2020-01-26
0.06005264149994416,0.5471255754087406,2020-01-27
0.786320663031177,0.40383240539210485,2020-01-28
0.2881707365238445,0.6472773204733391,2020-01-29
0.6258845556767603,0.7057430434287734,2020-01-30
0.5726168162561922,0.7276309767100045,2020-01-31
0.06054090400781609,0.8769500095915503,2020-02-01
0.238551456214251,0.9692372931106976,2020-02-02
0.3861552415206354,0.48876761625852794,2020-02-03
0.6494868105036214,0.9814808522434941,2020-02-04
0.7382423719284702,0.24233904202230006,2020-02-05
0.12260212914667679,0.9647488706239085,2020-02-06
0.6045107838341826,0.6179326694830604,2020-02-07
0.5251663620043664,0.3636810716459655,2020-02-08
0.3436538924398075,0.4745492405211582,2020-02-09
0.003222409472668941,0.042127858447942756,2020-02-10
0.7422637872458236,0.692315526443787,2020-02-11
0.0861543789653405,0.9747214915889213,2020-02-12
0.9950625597393362,0.37691489548633006,2020-02-13
0.30376496152658394,0.7539475665748447,2020-02-14
0.4876028369831036,0.17956751991191433,2020-02-15
0.8063571460906395,0.3218522231209351,2020-02-16
0.648763000067092,0.003508757359978132,2020-02-17
0.9163617956452169,0.4719592348137106,2020-02-18
0.5388659803616463,0.17143551858420825,2020-02-19
0.43008469907830005,0.9230454567913449,2020-02-20
0.6356169200057581,0.48533144463276656,2020-02-21
0.421069423501107,0.8424606088151746,2020-02-22
0.6648628981589138,0.6218513077793034,2020-02-23
0.044328039357584115,0.6988349264804968,2020-02-24
0.4974241244715989,0.1805673205013446,2020-02-25
0.40789287779940053,0.36697253523313733,2020-02-26
0.18990549818558444,0.5062408745326392,2020-02-27
0.6520560185128311,0.8644474604348786,2020-02-28
0.5540794812119444,0.3343127320297493,2020-02-29
0.8933314983364525,0.09857075454925646,2020-03-01
0.892771203179812,0.8436021985658966,2020-03-02
0.024402631021291477,0.6470489599701628,2020-03-03
0.6106177817464695,0.4538071818600977,2020-03-04
0.012423873342025549,0.5244145953990963,2020-03-05
0.11759883872070587,0.6691524568463751,2020-03-06
0.03937165401836895,0.9359011112812274,2020-03-07
0.999540085655797,0.7264105262034231,2020-03-08
0.20108856851140555,0.8679483874467084,2020-03-09
0.7037315505005479,0.9203185710364373,2020-03-10
0.31157274980969474,0.02106383283282587,2020-03-11
0.7211070368177078,0.33537955740229985,2020-03-12
0.40658131103934403,0.10373997414220382,2020-03-13
0.21975784897007333,0.5754382659410316,2020-03-14
0.6243637982558364,0.29952546838189287,2020-03-15
0.17394758343701022,0.04060083813691473,2020-03-16
0.6957382306796884,0.1222955827403468,2020-03-17
0.9569574557999684,0.19407573821179525,2020-03-18
0.4410407254773432,0.04084899982274859,2020-03-19
0.03129174140152313,0.35654314083974614,2020-03-20
0.8688277723221932,0.5599378138536516,2020-03-21
0.22053179982555615,0.6709245158268621,2020-03-22
0.5980484519838322,0.30741854801226765,2020-03-23
0.1270619751662333,0.855760348682432,2020-03-24
0.7310078930359698,0.7108000788639057,2020-03-25
0.38676280076178005,0.8367039139778278,2020-03-26
0.3263641901518398,0.5872860911088797,2020-03-27
0.07798828644238509,0.5897072660335392,2020-03-28
0.47945273923995213,0.8542550057534012,2020-03-29
0.00967509543627687,0.6043774701623287,2020-03-30
0.7599687625526333,0.40329122213653057,2020-03-31
0.8231171582278075,0.2096868549523363,2020-04-01
0.8018987084301579,0.9970732810575301,2020-04-02
0.26224962478276226,0.5184325625186934,2020-04-03
0.05204475668920461,0.9528991807823615,2020-04-04
0.3628191620113326,0.17345511313220985,2020-04-05
0.4385687020927944,0.005002086523502869,2020-04-06
0.05547832619084281,0.05161953573491029,2020-04-07
0.7819921314834206,0.140399067476476,2020-04-08
0.12208857871496093,0.926400603697648,2020-04-09
